,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
2435168,UNKNOWN,en,the many sad fates of mr toledano,0,2016-09-21 06:37:06,NEGATIVE,54,219,Bern,0,,mani sad fate mr toledano
3482953,MALE,en,  then i guess i havent had enough of it to get addicted to millions of people in kilts cant be wrong,0,2016-07-29 13:23:58,NEGATIVE,97,196,"Biel/Bienne, Switzerland",0,,guess havent enough get addict million peopl kilt cant wrong
2302182,UNKNOWN,en,  i agree but he has all of us addicted to him,0,2016-08-20 14:25:04,NEGATIVE,708,401,Switzerland,0,,agre us addict
1600093,MALE,en,like this sticker too sad our colleagues from   zurich dont have them any more ,0,2016-09-14 08:54:07,NEUTRAL,40,130,Schweiz,0,,like sticker sad colleagu zurich dont
1923151,UNKNOWN,en,these haters on my body shake em off,1,2016-07-17 20:45:51,NEGATIVE,540,811,URI,0,,hater bodi shake em
525209,UNKNOWN,en,and now extending cell tower coverage using drones ,0,2016-10-05 13:03:06,NEGATIVE,391,280,Switzerland,0,,extend cell tower coverag use drone
3241043,UNKNOWN,en,oh no this is so sad vine will be closing within the next few monthsyes the whole social network shawn mendes remains the biggest artist to come from the app  ,0,2016-10-27 20:20:28,NEGATIVE,1830,1268,Switzerland,0,,oh sad vine close within next monthsy whole social network shawn mend remain biggest artist come app
1592602,MALE,en,a earthy finale of blueberries goats milk and sorrel overlaid with a blanket of berry tuile   ,0,2016-08-14 09:41:07,NEUTRAL,2170,2227,"Lake District, UK",0,,earthi final blueberri goat milk sorrel overlaid blanket berri tuil
1314371,UNKNOWN,en,  nearly the same thing in downtown geneva,0,2016-07-12 21:21:11,NEUTRAL,606,1375,"Toledo, Ohio",0,,near thing downtown geneva
2572534,UNKNOWN,en,has been working to align aid and development now its becoming universal health coverage 2030 uhc2030 healthforall unga,0,2016-09-22 23:44:19,NEUTRAL,2910000,1120,"Geneva, Switzerland",0,"['HealthForAll', 'UHC2030', 'UNGA']",work align aid develop becom univers health coverag 2030 uhc2030 healthforal unga
455867,MALE,en,  just downloaded the recent one from the website what happened  ,0,2016-04-05 12:21:14,NEUTRAL,487,430,Basel,0,,download recent one websit happen
191462,UNKNOWN,en,  im sad that i dont see you around campus,1,2016-09-02 13:27:46,NEGATIVE,765,1145,"NW, TX",0,,im sad dont see around campus
719413,MALE,en,todays short recovery walk went a bit wrong pizmezdi ,0,2016-08-07 19:04:52,NEUTRAL,354,216,"Zagreb, Croatia",0,['pizMezdi'],today short recoveri walk went bit wrong pizmezdi
383108,UNKNOWN,en,  this summer is hurt for me ,1,2016-08-04 18:53:10,NEGATIVE,682,58,"Frauenfeld, Switzerland",0,,summer hurt
1416246,UNKNOWN,en,  they are but they still use army for in case of whatever lol and yeah also some social stuff they help with,0,2016-04-13 20:09:22,NEUTRAL,1633,1329,Switzerland,0,,still use armi case whatev lol yeah also social stuff help
165535,UNKNOWN,en,    if i were a fund manager with a large stake in tsla i would be stressed after watching the musk videos at  ,0,2016-06-02 14:39:42,NEUTRAL,312,685,Switzerland,0,,fund manag larg stake tsla would stress watch musk video
3503749,UNKNOWN,en,in many charactersplays as if in circuit   is a real creephe triggers lovehatebut never his portrayals leaves indifferent,0,2016-08-29 17:48:44,NEGATIVE,21,21,"Basel, Switzerland",0,['Circuit'],mani charactersplay circuit real creeph trigger lovehatebut never portray leav indiffer
338917,FEMALE,en,its funny how one of my eyebrows is naturally fleeked but the other one just looks sad,0,2016-01-04 14:03:39,NEUTRAL,227,427,Switzerland,0,,funni one eyebrow natur fleek one look sad
82868,UNKNOWN,en,i hate how long i can hold grudges but i cant help it,1,2016-09-01 02:52:38,NEGATIVE,291,190,URI,0,,hate long hold grudg cant help
1202679,MALE,en,  although i also hate people who misspell scorceses name and realise i did just that with my early airport bleariness,0,2016-08-11 10:13:38,NEGATIVE,7104,564,London,0,,although also hate peopl misspel scorces name realis earli airport bleari
1147352,UNKNOWN,en,felt like an ambassador today  ,0,2016-02-11 18:07:01,NEUTRAL,576,441,Switzerland,0,,felt like ambassador today
617825,UNKNOWN,en,sunny tomorrow september 07 2016  with a high of 21c and a low of 11c chatelstdenis,0,2016-09-06 10:02:51,NEUTRAL,7,1,"Châtel-St-Denis, Suisse",0,['chatelstdenis'],sunni tomorrow septemb 07 2016 high 21c low 11c chatelstdeni
375971,MALE,en,  fuck yea we will his loss hurts,1,2016-07-04 21:00:13,NEGATIVE,1497,610,Switzerland,0,,fuck yea loss hurt
2138072,UNKNOWN,en,sorrow and strength describe the journey of a woman in humanitarian crises wd2016,1,2016-05-19 12:24:35,NEGATIVE,136,63,Geneva,0,['WD2016'],sorrow strength describ journey woman humanitarian crise wd2016
279526,UNKNOWN,en,argh now i just feel bad for island i really want them to win,0,2016-07-03 19:46:47,NEUTRAL,961,1202,Switzerland,0,,argh feel bad island realli want win
15875,UNKNOWN,en,  the hateful eight,0,2016-02-01 20:52:28,NEUTRAL,561,372,Switzerland,0,,hate eight
3728551,UNKNOWN,en,idiots of ivrcl  kp rao should know god didnt build this flyover your poor quality of work is responsible for kolkatatragedy,0,2016-03-31 18:41:33,NEGATIVE,29,78,Switzerland,0,"['IVRCL', 'KolkataTragedy']",idiot ivrcl kp rao know god didnt build flyover poor qualiti work respons kolkatatragedi
1625817,UNKNOWN,en,nowplaying charles in the kitchen ch  the spleen controversy couleur 3 edit charlesinthekitchen,0,2016-10-14 16:45:02,NEGATIVE,743,7,Switzerland,0,"['CharlesInTheKitchen', 'nowplaying']",nowplay charl kitchen ch spleen controversi couleur 3 edit charlesinthekitchen
2744013,FEMALE,en,  you said youll follow me bur you didnt do i am so sad,0,2016-04-24 10:55:10,NEGATIVE,82,172,Lausanne,0,,said youll follow bur didnt sad
1097426,MALE,en,how foreign goverments treat president obama reflects weak military and financial power of state he represents no matter of his good ideas,0,2016-09-10 11:31:10,NEUTRAL,85,572,international,0,,foreign gover treat presid obama reflect weak militari financi power state repres matter good idea
937132,UNKNOWN,en,i need me a dick measuring contest in overwatch,0,2016-06-09 11:30:37,NEGATIVE,38,147,Switzerland,0,,need dick measur contest overwatch
3685752,MALE,en,  the main problem are the images ill have to upload them all separately and split up the markdown block,0,2016-10-30 10:16:32,NEGATIVE,648,316,Switzerland,0,,main problem imag ill upload separ split markdown block
644189,UNKNOWN,en,last week in geneva students of the llmprogramme met with   legal officers to learn more about current environmental governance issues,0,2016-10-06 07:14:50,NEGATIVE,70,93,"Geneva, Switzerland",0,['LLMprogramme'],last week geneva student llmprogramm met legal offic learn current environment govern issu
2304796,UNKNOWN,en,now playing afraid of heights  brandneu by billy talent,0,2016-08-20 11:51:29,NEUTRAL,1012,192,"Zofingen, Switzerland",0,,play afraid height brandneu billi talent
2199542,UNKNOWN,en,do not be afraid to leave behind a good tequila for going to get the grand ,0,2016-09-19 07:24:28,NEUTRAL,24,50,"Zurich, Suiza",0,,afraid leav behind good tequila go get grand
2917102,FEMALE,en,im gonna retreat until ive absorbed my mycroftnovel critique and lived through whatever im feeling about this uwu,0,2016-07-25 14:54:31,NEGATIVE,973,804,"Zurich, Switzerland",0,['MycroftNovel'],im gonna retreat ive absorb mycroftnovel critiqu live whatev im feel uwu
3626820,UNKNOWN,en,  dont dab panda isnt like real musik ark i hate when people dab its weird mdhifkdnd my bro do that all the time its no,0,2016-08-30 19:33:14,NEGATIVE,827,749,Switzerland,0,,dont dab panda isnt like real musik ark hate peopl dab weird mdhifkdnd bro time
3216890,UNKNOWN,en,backpain goodnight,0,2016-09-27 16:09:48,NEUTRAL,319,296,18 Student,0,,backpain goodnight
3758652,UNKNOWN,en,    are you kidding me huge overpay,0,2016-08-31 11:20:06,NEUTRAL,308,133,"Zürich, Schweiz",0,,kid huge overpay
680535,UNKNOWN,en,  i am a side sleeper but if i sleep on my back i have pretty bad lower back pain sleeping on stomach  arms go numb rip me,0,2016-04-07 14:59:19,NEGATIVE,356,341,Switzerland,0,,side sleeper sleep back pretti bad lower back pain sleep stomach arm go numb rip
798767,FEMALE,en,let your creative juices flow and dont be afraid to take chances  joel comm quote,0,2016-04-08 00:01:24,NEUTRAL,1177,1981,Switzerland,0,['quote'],let creativ juic flow dont afraid take chanc joel comm quot
3485405,UNKNOWN,en,rt   its just you   blueballsfestival ,0,2016-07-29 13:30:35,NEUTRAL,377,145,"Luzern, Schweiz",0,['blueballsfestival'],rt blueballsfestiv
2522164,FEMALE,en,  not as incredibad as the shark one blue demon,0,2016-05-22 09:19:44,NEGATIVE,37,50,Switzerland,0,,incredibad shark one blue demon
1801301,FEMALE,en,oh i forgot how addicted to scream i was till the show started up again,0,2016-06-16 20:55:03,NEGATIVE,218,83,Switzerland,0,,oh forgot addict scream till show start
1513605,UNKNOWN,en,freetwittername tip we found the following free account name for you connorsadvice twitter trend london,0,2016-01-14 19:15:23,NEUTRAL,52,66,Zürich,0,"['FreeTwitterName', 'Trend', 'Twitter', 'london', 'tip']",freetwitternam tip found follow free account name connorsadvic twitter trend london
1728768,FEMALE,en,  i hate myself,1,2016-09-15 17:37:21,NEGATIVE,708,190,"ju, jo, 99gs, & kian follow—nc",0,,hate
3283026,MALE,en,  what a pitty sad face cri cri it is,0,2016-01-28 02:46:33,NEUTRAL,150,128,Switzerland,0,,pitti sad face cri cri
2623443,UNKNOWN,en,  now i feel bad,1,2016-03-23 21:25:26,NEGATIVE,801,321,Switzerland,0,,feel bad
489162,FEMALE,en,day 3   cerd lets hear what the government have to say keepraceontheagenda,0,2016-08-05 06:15:33,NEUTRAL,412,527,London,0,"['CERD', 'keepraceontheagenda']",day 3 cerd let hear govern say keepraceontheagenda
2647201,UNKNOWN,en,  fear anger hate starwars,1,2016-07-23 11:24:09,NEGATIVE,313,820,Switzerland,0,,fear anger hate starwar
1333819,MALE,en,  sadly no,1,2016-08-12 00:07:00,NEGATIVE,316,35,"Zurich, Switzerland",0,,sad
1027031,MALE,en,asylum seekers from syria board buses at idomeni border 2 return 2 athens apply for resettlement scheme,0,2016-03-10 12:41:11,NEUTRAL,37600,674,Geneva,0,,asylum seeker syria board buse idomeni border 2 return 2 athen appli resettl scheme
3310535,UNKNOWN,en,  theyve grown up especially ks hes so different dont you think dont be sad though people change thats life cries,0,2016-04-28 14:25:27,NEGATIVE,63,213,Switzerland,0,,theyv grown especi ks hes differ dont think dont sad though peopl chang that life cri
2307272,UNKNOWN,en,meh sady its a f2p so im cautious,0,2016-08-20 13:33:07,NEUTRAL,152,139,"Lausanne, Suisse",0,,meh sadi f2p im cautious
1324086,FEMALE,en,  bangladesh governments capitulation is set to unleash a nightmare on its people and environment coal pollution,0,2016-08-12 16:28:57,NEGATIVE,17200,4659,Switzerland,0,"['Bangladesh', 'coal', 'environment', 'people', 'pollution']",bangladesh govern capitul set unleash nightmar peopl environ coal pollut
1570526,UNKNOWN,en,the bpi chart is getting some scratches cyclical sectors continue to lead the downside but its not really bad yet ,0,2016-06-14 06:13:53,NEGATIVE,2833,887,Switzerland,0,,bpi chart get scratch cyclic sector continu lead downsid realli bad yet
2420280,FEMALE,en,may have to finally break down and download pokemon  city tours and pub crawls with pokemon go via  ,0,2016-08-21 14:12:46,NEGATIVE,8778,7787,Switzerland,0,['Pokemon'],may final break download pokemon citi tour pub crawl pokemon go via
1134810,UNKNOWN,en,so very sad ripdavidbowie  our deepest sympathy to   amp the world who loved him never forget out in the green concert ,1,2016-01-11 13:02:45,NEUTRAL,2014,2503,Zurich,0,['RIPDavidBowie'],sad ripdavidbowi deepest sympathi amp world love never forget green concert
641449,UNKNOWN,en,  my nan hated it,0,2016-10-06 12:28:14,NEGATIVE,2897,3314,"Lake District, Great Britain",0,,nan hate
3393129,UNKNOWN,en,40over40  its never too late to become an entrepreneur,0,2016-10-28 13:50:28,NEUTRAL,5221,1087,Zürich,0,['40over40'],40over40 never late becom entrepreneur
3429443,UNKNOWN,en,thats what im afraid of i remember when the biggest scandal was no cddrive 2 years ago which i find good but no usb,0,2016-10-28 18:19:51,NEGATIVE,395,269,"The Abyss, Switzerland",0,,that im afraid rememb biggest scandal cddrive 2 year ago find good usb
2264282,UNKNOWN,en,hi im working on my graduation movie  could use some assistance with drawing flats in tvpaint dm me  ,0,2016-05-20 20:58:06,NEUTRAL,97,114,Switzerland,0,,hi im work graduat movi could use assist draw flat tvpaint dm
242428,FEMALE,en,  avocado is the one and only food i hate most,0,2016-02-03 19:37:53,NEUTRAL,649,93,Switzerland,0,,avocado one food hate
1940920,MALE,en,said it before bears repeating reviewers who are sad we didnt cite you please mix your suggestions so its harder to guess who you are,0,2016-08-17 14:06:57,NEGATIVE,207,178,"Zurich, Switzerland",0,,said bear repeat review sad didnt cite pleas mix suggest harder guess
3084061,MALE,en,i hope everybody feels the bern during the debates why do we hold debates with two people who dont belong in the wh dropouthillary,0,2016-09-26 10:44:41,NEUTRAL,144,167,"Olten, Schweiz",0,['dropouthillary'],hope everybodi feel bern debat hold debat two peopl dont belong wh dropouthillari
2663994,UNKNOWN,en,looking at those picture with sad song makes me cry even more,1,2016-08-23 18:45:25,NEGATIVE,-1,0,,0,,look pictur sad song make cri even
2193661,FEMALE,en,lost my appetite hate it,1,2016-09-19 10:07:25,NEGATIVE,111,65,Switzerland,0,,lost appetit hate
2422327,FEMALE,en,gabby douglas didnt cover her heart during the national anthem people instantly lashed out with anger  criticism ,0,2016-08-21 09:24:21,NEUTRAL,237,992,NW,0,,gabbi dougla didnt cover heart nation anthem peopl instant lash anger critic
3739481,UNKNOWN,en,the fuse of my fridge stopped working over night again glad i ate the gud meat yesterday hate it to throw food away,0,2016-07-31 09:16:42,NEUTRAL,146,223,Switzerland,0,,fuse fridg stop work night glad ate gud meat yesterday hate throw food away
2818361,UNKNOWN,en,it pains my guts not knowing what 2do for srk i can abuse if i av 2 but he doesnt like i can only hope hes happy with abram day ruined,0,2016-09-24 08:24:58,NEGATIVE,708,401,Switzerland,0,,pain gut know 2do srk abus av 2 doesnt like hope hes happi abram day ruin
1886573,MALE,en,it has sadly been confirmed the season 5 will conclude poi so i hope it goes out with a bang i love this show teammachine,0,2016-03-17 08:59:04,NEUTRAL,123,420,Zürich,0,"['POI', 'TeamMachine']",sad confirm season 5 conclud poi hope goe bang love show teammachin
178200,FEMALE,en,  i think dissing oprah  millions of potential readers with his elitism  snobbery was the main downfall  ,0,2016-08-02 13:30:15,NEGATIVE,464,309,"Village of the Damned, Schweiz",0,,think diss oprah million potenti reader elit snobberi main downfal
267357,UNKNOWN,en,  so sad,1,2016-05-03 20:52:55,NEGATIVE,338,318,Switzerland,0,,sad
369029,UNKNOWN,en,        i found a source now he was a friend of the assad family ,0,2016-06-04 22:20:56,NEUTRAL,196,417,Schweiz,0,,found sourc friend assad famili
649144,UNKNOWN,en,whatever happened to  ,1,2016-10-06 07:51:18,NEUTRAL,973,804,"Zurich, Switzerland",0,,whatev happen
337067,FEMALE,en,drama queen stop overplaying you disgust me,1,2016-01-04 02:25:56,NEUTRAL,69,469,Switzerland,0,,drama queen stop overplay disgust
495569,UNKNOWN,en,  shakes her head and watches her lover sink into the abyss before swimming back up onto dry land,0,2016-08-05 08:47:09,NEGATIVE,649,332,"Zurich, Switzerland",0,,shake head watch lover sink abyss swim back onto dri land
2104203,UNKNOWN,en,i had to stop during 3 years because of money issue and then i had a lot of pressure and stress but i finally did it aaahhhh,1,2016-10-18 13:41:38,NEGATIVE,152,139,"Lausanne, Suisse",0,,stop 3 year money issu lot pressur stress final aaahhhh
